step,train_loss,val_loss,lr,sec_per_step,mps_driver_gb
1784,3.5919,,1.87e-05,15.99,16.48
1785,3.1286,,1.87e-05,15.93,16.48
1786,4.3552,,1.87e-05,15.88,16.48
1787,3.6976,,1.87e-05,15.99,16.48
1788,4.0876,,1.86e-05,15.83,16.48
1789,3.9707,,1.86e-05,15.84,16.48
1790,4.4308,,1.86e-05,15.98,16.48
1791,4.3336,,1.85e-05,15.78,16.48
1792,4.0283,,1.85e-05,15.84,16.48
1793,3.7364,,1.85e-05,15.9,16.48
1794,3.3013,,1.85e-05,16.29,16.48
1795,4.4749,,1.84e-05,16.12,16.48
1796,3.4927,,1.84e-05,15.96,16.48
1797,2.9952,,1.84e-05,15.89,16.48
1798,4.2289,,1.84e-05,15.84,16.48
1799,4.4194,,1.83e-05,16.03,16.48
1800,3.9686,,1.83e-05,15.88,16.48
1801,3.4708,,1.83e-05,15.89,16.48
1802,4.096,,1.83e-05,16.02,16.48
1803,4.0723,,1.82e-05,15.94,16.48
1804,4.1912,,1.82e-05,16.0,16.48
1805,3.6444,,1.82e-05,16.04,16.48
1806,4.3673,,1.82e-05,15.96,16.48
1807,3.4522,,1.81e-05,15.95,16.48
1808,4.0705,,1.81e-05,16.12,16.48
1809,4.3234,,1.81e-05,15.99,16.48
1810,4.1949,,1.81e-05,16.04,16.48
1811,4.5559,,1.80e-05,16.13,16.48
1812,3.9549,,1.80e-05,16.07,16.48
1813,4.1317,,1.80e-05,16.06,16.48
1814,3.7395,,1.79e-05,16.07,16.48
1815,3.3441,,1.79e-05,15.97,16.48
1816,3.9817,,1.79e-05,16.04,16.48
1817,4.3222,,1.79e-05,16.02,16.48
1818,4.0968,,1.78e-05,15.98,16.48
1819,4.3184,,1.78e-05,16.0,16.48
1820,3.5506,,1.78e-05,16.06,16.48
1821,3.5836,,1.78e-05,16.02,16.48
1822,3.6229,,1.77e-05,16.11,16.48
1823,3.9021,,1.77e-05,16.04,16.48
1824,4.467,,1.77e-05,15.89,16.48
1825,3.7443,,1.77e-05,15.96,16.48
1826,3.6037,,1.76e-05,15.86,16.48
1827,4.0985,,1.76e-05,15.78,16.48
1828,4.1821,,1.76e-05,15.77,16.48
1829,3.6028,,1.76e-05,15.73,16.48
1830,4.1303,,1.75e-05,15.63,16.48
1831,4.2897,,1.75e-05,15.64,16.48
1832,3.923,,1.75e-05,15.65,16.48
1833,4.1399,,1.75e-05,15.54,16.48
1834,3.9988,,1.74e-05,15.59,16.48
1835,3.9941,,1.74e-05,15.54,16.48
1836,4.0567,,1.74e-05,15.51,16.48
1837,3.7859,,1.74e-05,15.51,16.48
1838,4.0412,,1.73e-05,15.53,16.48
1839,3.6144,,1.73e-05,15.44,16.48
1840,3.3234,,1.73e-05,15.49,16.48
1841,4.0204,,1.72e-05,15.47,16.48
1842,3.4586,,1.72e-05,15.46,16.48
1843,4.0822,,1.72e-05,15.5,16.48
1844,4.4241,,1.72e-05,15.54,16.48
1845,4.1567,,1.71e-05,15.46,16.48
1846,3.8758,,1.71e-05,15.5,16.48
1847,4.1817,,1.71e-05,15.59,16.48
1848,4.0875,,1.71e-05,15.44,16.48
1849,3.9436,,1.70e-05,15.49,16.48
1850,4.5296,,1.70e-05,15.59,16.48
1851,3.2422,,1.70e-05,15.48,16.48
1852,4.3796,,1.70e-05,15.46,16.48
1853,3.6954,,1.69e-05,15.73,16.48
1854,3.954,,1.69e-05,15.48,16.48
1855,4.2098,,1.69e-05,15.51,16.48
1856,4.2005,,1.69e-05,15.61,16.48
1857,4.4697,,1.68e-05,15.55,16.48
1858,4.3398,,1.68e-05,15.48,16.48
1859,3.4796,,1.68e-05,15.68,16.48
1860,4.2606,,1.68e-05,15.54,16.5
1861,3.6295,,1.67e-05,15.55,16.5
1862,4.2001,,1.67e-05,15.67,16.5
1863,4.402,,1.67e-05,15.57,16.5
1864,3.1435,,1.67e-05,15.59,16.5
1865,3.7836,,1.66e-05,15.65,16.5
1866,3.7306,,1.66e-05,15.58,16.5
1867,4.727,,1.66e-05,15.58,16.5
1868,4.2157,,1.66e-05,15.73,16.5
1869,4.4949,,1.65e-05,15.62,16.5
1870,4.3504,,1.65e-05,15.59,16.5
1871,3.6136,,1.65e-05,15.73,16.5
1872,3.4612,,1.65e-05,15.64,16.5
1873,3.8918,,1.64e-05,15.62,16.5
1874,4.4516,,1.64e-05,15.77,16.5
1875,4.0445,,1.64e-05,15.64,16.5
1876,3.9254,,1.64e-05,15.63,16.5
1877,4.0471,,1.63e-05,15.77,16.5
1878,3.8782,,1.63e-05,15.65,16.5
1879,2.8716,,1.63e-05,15.65,16.5
1880,3.6435,,1.63e-05,15.74,16.5
1881,4.7465,,1.62e-05,15.73,16.5
1882,3.9162,,1.62e-05,15.67,16.5
1883,3.4048,,1.62e-05,15.77,16.5
1884,4.0935,,1.62e-05,15.69,16.5
1885,3.9577,,1.61e-05,23.35,16.5
1886,3.6621,,1.61e-05,323.56,16.5
1887,4.0662,,1.61e-05,57.42,16.5
1888,4.4862,,1.60e-05,572.76,16.5
1889,3.6259,,1.60e-05,13.58,16.5
1890,4.3938,,1.60e-05,13.61,16.5
1891,4.0315,,1.60e-05,14.12,16.5
1892,4.5437,,1.59e-05,14.9,16.5
1893,3.8272,,1.59e-05,14.73,16.5
1894,3.3139,,1.59e-05,14.55,16.5
1895,4.086,,1.59e-05,14.49,16.5
1896,3.3589,,1.58e-05,14.81,16.5
1897,4.3904,,1.58e-05,15.11,16.5
1898,3.8203,,1.58e-05,15.4,16.5
1899,4.0911,,1.58e-05,15.5,16.5
1900,2.899,,1.57e-05,15.58,16.5
1901,4.0979,,1.57e-05,16.78,16.5
1902,4.1752,,1.57e-05,15.8,16.5
1903,4.2154,,1.57e-05,16.9,16.5
1904,3.8059,,1.56e-05,16.48,16.5
1905,4.0935,,1.56e-05,17.12,16.5
1906,3.9419,,1.56e-05,16.23,16.5
1907,2.7227,,1.56e-05,15.82,16.5
1908,3.4643,,1.55e-05,17.21,16.5
1909,3.9408,,1.55e-05,17.12,16.5
1910,4.2688,,1.55e-05,16.49,16.5
1911,3.376,,1.55e-05,16.02,16.5
1912,4.3169,,1.54e-05,17.41,16.5
1913,4.1444,,1.54e-05,16.22,16.5
1914,4.4959,,1.54e-05,16.66,16.5
1915,4.1482,,1.54e-05,16.91,16.5
1916,3.4867,,1.53e-05,16.25,16.5
1917,4.0843,,1.53e-05,16.53,16.5
1918,4.2252,,1.53e-05,15.75,16.5
1919,4.2414,,1.53e-05,16.59,16.5
1920,3.4903,,1.52e-05,15.46,16.5
1921,4.1958,,1.52e-05,16.54,16.5
1922,4.1009,,1.52e-05,16.35,16.5
1923,4.0329,,1.52e-05,16.37,16.5
1924,3.9341,,1.51e-05,15.54,16.5
1925,4.266,,1.51e-05,15.32,16.5
1926,3.4561,,1.51e-05,15.49,16.5
1927,4.1752,,1.51e-05,15.52,16.5
1928,4.0441,,1.50e-05,15.4,16.5
1929,3.74,,1.50e-05,15.52,16.5
1930,3.5449,,1.50e-05,15.71,16.5
1931,4.6139,,1.50e-05,15.63,16.5
1932,3.843,,1.49e-05,15.7,16.5
1933,3.6846,,1.49e-05,15.74,16.5
1934,4.1159,,1.49e-05,15.74,16.5
1935,3.8893,,1.49e-05,15.74,16.5
1936,4.5623,,1.48e-05,15.73,16.5
1937,3.1058,,1.48e-05,15.67,16.5
1938,3.9968,,1.48e-05,15.73,16.5
1939,3.828,,1.48e-05,15.74,16.5
1940,3.6474,,1.47e-05,15.65,16.5
1941,4.2614,,1.47e-05,16.4,16.5
1942,4.4111,,1.47e-05,15.8,16.5
1943,3.8285,,1.47e-05,15.63,16.5
1944,2.8627,,1.47e-05,16.48,16.5
1945,4.3912,,1.46e-05,19.0,16.5
1946,4.183,,1.46e-05,18.41,16.5
1947,4.0127,,1.46e-05,18.18,16.5
1948,2.9706,,1.46e-05,18.31,16.5
1949,3.1195,,1.45e-05,18.23,16.5
1950,3.993,,1.45e-05,18.26,16.5
1951,4.1222,,1.45e-05,18.26,16.5
1952,4.4117,,1.45e-05,18.37,16.5
1953,4.1472,,1.44e-05,18.39,16.5
1954,4.2279,,1.44e-05,18.42,16.5
1955,3.9287,,1.44e-05,18.43,16.5
1956,4.0318,,1.44e-05,18.36,16.5
1957,3.8589,,1.43e-05,18.42,16.5
1958,3.5603,,1.43e-05,18.39,16.5
1959,3.9413,,1.43e-05,18.4,16.5
1960,4.3621,,1.43e-05,18.22,16.5
1961,3.5716,,1.42e-05,18.35,16.5
1962,4.0096,,1.42e-05,18.29,16.5
1963,4.3314,,1.42e-05,18.24,16.5
1964,4.1947,,1.42e-05,18.28,16.5
1965,4.0004,,1.41e-05,18.38,16.5
1966,4.4353,,1.41e-05,19.27,16.5
1967,4.0466,,1.41e-05,19.34,16.5
1968,3.7174,,1.41e-05,18.42,16.5
1969,4.6473,,1.40e-05,18.46,16.5
1970,4.0753,,1.40e-05,18.54,16.5
1971,4.3882,,1.40e-05,18.55,16.5
1972,3.9004,,1.40e-05,18.59,16.5
1973,4.4637,,1.39e-05,18.63,16.5
1974,4.5053,,1.39e-05,18.63,16.5
1975,4.0788,,1.39e-05,18.7,16.5
1976,3.4347,,1.39e-05,18.98,16.5
1977,3.8383,,1.38e-05,20.67,16.5
1978,4.0587,,1.38e-05,18.62,16.5
1979,4.3895,,1.38e-05,17.14,16.5
1980,3.5053,,1.38e-05,16.85,16.5
1981,4.2287,,1.37e-05,16.27,16.5
1982,4.2064,,1.37e-05,15.78,16.5
1983,4.4997,,1.37e-05,15.87,16.5
1984,4.068,,1.37e-05,15.9,16.5
1985,4.0021,,1.37e-05,15.81,16.5
1986,4.0081,,1.36e-05,15.9,16.5
1987,4.3302,,1.36e-05,15.88,16.5
1988,3.8033,,1.36e-05,15.88,16.5
1989,3.8221,,1.36e-05,15.87,16.5
1990,4.2057,,1.35e-05,15.86,16.5
1991,3.4565,,1.35e-05,15.79,16.5
1992,4.4417,,1.35e-05,15.94,16.5
1993,4.4896,,1.35e-05,16.21,16.5
1994,3.9745,,1.34e-05,15.8,16.5
1995,4.0445,,1.34e-05,15.93,16.5
1996,3.829,,1.34e-05,15.86,16.5
1997,4.5496,,1.34e-05,15.84,16.5
1998,3.6241,,1.33e-05,15.85,16.5
1999,3.8259,,1.33e-05,15.86,16.5
2000,4.1069,,1.33e-05,15.81,16.5
2000,,4.327,1.33e-05,,14.42
2001,4.0847,,1.33e-05,16.21,16.47
2002,3.872,,1.32e-05,15.5,16.47
2003,4.588,,1.32e-05,15.57,16.47
2004,4.4936,,1.32e-05,15.47,16.47
2005,4.355,,1.32e-05,15.59,16.47
2006,4.0218,,1.31e-05,15.6,16.48
2007,3.2673,,1.31e-05,15.73,16.48
2008,4.4434,,1.31e-05,15.73,16.48
2009,4.3906,,1.31e-05,15.78,16.48
2010,3.4814,,1.31e-05,15.87,16.49
2011,4.0924,,1.30e-05,15.88,16.49
2012,3.8778,,1.30e-05,15.89,16.49
2013,4.257,,1.30e-05,15.97,16.49
2014,4.4162,,1.30e-05,16.01,16.49
2015,4.2601,,1.29e-05,15.98,16.49
2016,4.1877,,1.29e-05,15.99,16.49
2017,3.2296,,1.29e-05,16.05,16.49
2018,3.3025,,1.29e-05,15.97,16.49
2019,3.1554,,1.28e-05,16.08,16.49
2020,4.0329,,1.28e-05,16.08,16.49
2021,3.8903,,1.28e-05,16.07,16.49
2022,3.7462,,1.28e-05,16.15,16.49
2023,4.1804,,1.27e-05,16.1,16.49
2024,3.6147,,1.27e-05,16.09,16.49
2025,4.4895,,1.27e-05,16.07,16.49
2026,3.361,,1.27e-05,16.17,16.49
2027,3.3038,,1.26e-05,16.12,16.49
2028,2.096,,1.26e-05,16.08,16.49
2029,4.7675,,1.26e-05,16.17,16.49
2030,4.0166,,1.26e-05,16.02,16.49
2031,4.2673,,1.26e-05,16.17,16.49
2032,3.4113,,1.25e-05,16.26,16.49
2033,3.9945,,1.25e-05,16.19,16.49
2034,3.7799,,1.25e-05,16.17,16.49
2035,4.4452,,1.25e-05,16.21,16.49
2036,4.2683,,1.24e-05,16.32,16.49
2037,3.903,,1.24e-05,16.21,16.49
2038,4.2896,,1.24e-05,16.26,16.49
2039,3.5067,,1.24e-05,16.24,16.49
2040,4.0548,,1.23e-05,16.14,16.49
2041,3.7888,,1.23e-05,16.24,16.49
2042,4.0979,,1.23e-05,16.23,16.5
2043,3.6557,,1.23e-05,16.16,16.5
2044,3.8322,,1.23e-05,16.28,16.5
2045,4.0907,,1.22e-05,16.21,16.5
2046,3.7947,,1.22e-05,16.22,16.5
2047,3.6541,,1.22e-05,16.23,16.5
2048,4.1556,,1.22e-05,16.31,16.5
2049,3.8081,,1.21e-05,16.25,16.5
2050,3.9375,,1.21e-05,16.29,16.5
2051,3.566,,1.21e-05,16.33,16.5
2052,3.4018,,1.21e-05,16.35,16.5
2053,2.8159,,1.20e-05,16.31,16.5
2054,3.9129,,1.20e-05,16.39,16.5
2055,4.0458,,1.20e-05,16.43,16.5
2056,4.091,,1.20e-05,16.37,16.5
2057,4.4752,,1.19e-05,16.47,16.5
2058,3.7265,,1.19e-05,16.4,16.5
2059,4.1031,,1.19e-05,16.38,16.5
2060,3.0882,,1.19e-05,16.41,16.5
2061,4.5029,,1.19e-05,16.42,16.5
2062,3.1607,,1.18e-05,16.41,16.5
2063,3.6549,,1.18e-05,16.35,16.5
2064,3.3575,,1.18e-05,16.39,16.5
2065,4.1284,,1.18e-05,16.33,16.5
2066,3.1913,,1.17e-05,16.3,16.5
2067,3.7852,,1.17e-05,17.07,16.5
2068,3.6747,,1.17e-05,17.34,16.5
2069,4.1682,,1.17e-05,17.89,16.5
2070,3.672,,1.17e-05,18.52,16.5
2071,3.2505,,1.16e-05,17.66,16.5
2072,3.7266,,1.16e-05,18.07,16.5
2073,4.0857,,1.16e-05,18.03,16.5
2074,4.2412,,1.16e-05,17.73,16.5
2075,3.9496,,1.15e-05,19.29,16.5
2076,4.0972,,1.15e-05,24.42,16.5
2077,4.1448,,1.15e-05,23.13,16.5
2078,4.069,,1.15e-05,22.93,16.5
2079,3.5663,,1.14e-05,23.09,16.5
2080,3.2357,,1.14e-05,23.26,16.5
2081,3.9564,,1.14e-05,22.22,16.5
2082,4.4053,,1.14e-05,20.5,16.5
2083,3.4528,,1.14e-05,20.56,16.5
2084,3.4146,,1.13e-05,21.54,16.5
2085,3.3441,,1.13e-05,24.32,16.5
2086,4.5125,,1.13e-05,22.83,16.5
2087,4.0791,,1.13e-05,21.94,16.5
2088,2.8556,,1.12e-05,20.44,16.5
2089,3.7581,,1.12e-05,20.37,16.5
2090,3.9258,,1.12e-05,20.39,16.5
2091,4.5073,,1.12e-05,20.45,16.5
2092,4.258,,1.12e-05,20.48,16.5
2093,4.075,,1.11e-05,20.48,16.5
2094,3.9923,,1.11e-05,22.67,16.5
2095,3.8454,,1.11e-05,23.63,16.5
2096,4.0854,,1.11e-05,19.37,16.5
2097,3.9946,,1.10e-05,17.04,16.5
2098,4.4661,,1.10e-05,17.74,16.5
2099,3.5674,,1.10e-05,16.9,16.5
2100,4.5411,,1.10e-05,16.8,16.5
2101,3.972,,1.09e-05,20.46,16.5
2102,4.07,,1.09e-05,25.24,16.5
2103,3.9666,,1.09e-05,25.03,16.5
2104,3.5784,,1.09e-05,25.07,16.5
2105,3.0602,,1.09e-05,24.97,16.5
2106,3.7419,,1.08e-05,24.96,16.5
2107,3.8757,,1.08e-05,25.42,16.5
2108,4.4566,,1.08e-05,24.91,16.5
2109,4.327,,1.08e-05,25.59,16.5
2110,3.1699,,1.07e-05,25.39,16.5
2111,4.3362,,1.07e-05,25.38,16.5
2112,3.3408,,1.07e-05,2009.63,16.5
2113,3.4623,,1.07e-05,4136.05,16.5
2114,4.4514,,1.07e-05,26.17,16.5
2115,3.9537,,1.06e-05,25.45,16.5
2116,3.7896,,1.06e-05,29.32,16.5
2117,4.2748,,1.06e-05,27.37,16.5
2118,3.1268,,1.06e-05,27.23,16.5
2119,3.9688,,1.05e-05,27.19,16.5
2120,4.081,,1.05e-05,27.51,16.5
2121,4.3094,,1.05e-05,27.88,16.5
2122,3.5939,,1.05e-05,29.53,16.5
2123,4.0638,,1.05e-05,29.73,16.5
2124,4.6855,,1.04e-05,29.21,16.5
2125,4.1862,,1.04e-05,14.84,16.5
2126,4.0685,,1.04e-05,16.36,16.5
2127,3.6623,,1.04e-05,14.93,16.5
2128,4.0078,,1.03e-05,15.23,16.5
2129,3.5502,,1.03e-05,15.7,16.5
2130,4.4813,,1.03e-05,16.92,16.5
2131,4.1074,,1.03e-05,17.95,16.5
2132,3.9085,,1.03e-05,18.46,16.5
2133,4.0393,,1.02e-05,18.76,16.5
2134,4.4469,,1.02e-05,18.49,16.5
2135,3.7198,,1.02e-05,18.25,16.5
2136,4.4532,,1.02e-05,18.38,16.5
2137,4.2049,,1.02e-05,18.05,16.5
2138,3.7719,,1.01e-05,18.13,16.5
2139,4.0408,,1.01e-05,18.09,16.5
2140,3.6077,,1.01e-05,17.97,16.5
2141,3.9907,,1.01e-05,18.22,16.5
2142,4.5423,,1.00e-05,18.03,16.5
2143,3.7696,,1.00e-05,18.24,16.5
2144,3.5617,,1.00e-05,18.49,16.5
2145,3.81,,9.98e-06,18.44,16.5
2146,3.1951,,9.96e-06,18.88,16.5
2147,3.7741,,9.94e-06,18.56,16.5
2148,2.8482,,9.91e-06,18.99,16.5
2149,3.6726,,9.89e-06,19.0,16.5
2150,4.1518,,9.87e-06,19.08,16.5
2151,4.238,,9.85e-06,19.31,16.5
2152,3.4333,,9.83e-06,19.1,16.5
2153,3.742,,9.81e-06,19.27,16.5
2154,3.7594,,9.78e-06,19.34,16.5
2155,4.5535,,9.76e-06,19.46,16.5
2156,4.1978,,9.74e-06,19.49,16.5
2157,4.0771,,9.72e-06,19.08,16.5
2158,3.8915,,9.70e-06,19.14,16.5
2159,3.7395,,9.68e-06,19.97,16.5
2160,4.2351,,9.66e-06,19.88,16.5
2161,2.6486,,9.63e-06,20.33,16.5
2162,3.3106,,9.61e-06,20.31,16.5
2163,3.6709,,9.59e-06,20.55,16.5
2164,3.9232,,9.57e-06,20.43,16.5
2165,4.0538,,9.55e-06,20.65,16.5
2166,3.8261,,9.53e-06,20.64,16.5
2167,4.3538,,9.51e-06,20.75,16.5
2168,4.1848,,9.49e-06,20.88,16.5
2169,3.1725,,9.46e-06,21.23,16.5
2170,4.4573,,9.44e-06,21.19,16.5
2171,4.1654,,9.42e-06,21.0,16.5
2172,4.0927,,9.40e-06,21.33,16.5
2173,3.9218,,9.38e-06,21.3,16.5
2174,3.8207,,9.36e-06,21.56,16.5
2175,4.4461,,9.34e-06,21.38,16.5
2176,3.6375,,9.32e-06,21.54,16.5
2177,3.3967,,9.30e-06,21.62,16.5
2178,4.0106,,9.27e-06,21.56,16.5
2179,3.2331,,9.25e-06,20.15,16.5
2180,3.2831,,9.23e-06,19.27,16.5
2181,3.6745,,9.21e-06,19.36,16.5
2182,3.4551,,9.19e-06,18.97,16.5
2183,3.2822,,9.17e-06,19.2,16.5
2184,4.3343,,9.15e-06,19.4,16.5
2185,3.5653,,9.13e-06,19.29,16.5
2186,4.4239,,9.11e-06,18.99,16.5
2187,3.906,,9.09e-06,18.65,16.5
2188,4.1807,,9.06e-06,18.68,16.5
2189,3.3547,,9.04e-06,18.78,16.5
2190,3.8581,,9.02e-06,18.81,16.5
2191,4.2857,,9.00e-06,19.02,16.5
2192,4.2857,,8.98e-06,18.89,16.5
2193,4.2016,,8.96e-06,19.08,16.5
2194,3.7964,,8.94e-06,19.1,16.5
2195,3.5732,,8.92e-06,19.04,16.5
2196,3.2875,,8.90e-06,19.34,16.5
2197,4.0712,,8.88e-06,19.29,16.5
2198,4.3957,,8.86e-06,19.55,16.5
2199,4.5485,,8.84e-06,19.42,16.5
2200,4.4995,,8.82e-06,19.6,16.5
2201,3.935,,8.79e-06,19.72,16.5
2202,4.1598,,8.77e-06,19.65,16.5
2203,4.5833,,8.75e-06,19.89,16.5
2204,4.3993,,8.73e-06,19.71,16.5
2205,3.7795,,8.71e-06,19.66,16.5
2206,3.0686,,8.69e-06,19.75,16.5
2207,4.012,,8.67e-06,19.62,16.5
2208,4.2388,,8.65e-06,19.72,16.5
2209,4.1649,,8.63e-06,19.57,16.5
2210,4.5194,,8.61e-06,19.61,16.5
2211,4.4122,,8.59e-06,19.49,16.5
2212,3.4901,,8.57e-06,19.66,16.5
2213,3.1701,,8.55e-06,19.65,16.5
2214,3.365,,8.53e-06,19.58,16.5
2215,4.1117,,8.51e-06,19.86,16.5
2216,3.8014,,8.49e-06,19.98,16.5
2217,3.6097,,8.47e-06,19.99,16.5
2218,4.0762,,8.45e-06,19.96,16.5
2219,3.7337,,8.43e-06,20.08,16.5
2220,3.043,,8.41e-06,20.18,16.5
2221,4.2846,,8.39e-06,20.26,16.5
2222,4.1274,,8.37e-06,20.36,16.5
2223,3.5435,,8.35e-06,20.29,16.5
2224,4.1187,,8.33e-06,20.66,16.5
2225,4.1164,,8.31e-06,20.52,16.5
2226,3.5426,,8.29e-06,20.55,16.5
2227,4.1926,,8.27e-06,20.71,16.5
2228,4.1919,,8.24e-06,20.75,16.5
2229,4.3186,,8.22e-06,20.83,16.5
2230,4.2731,,8.20e-06,20.8,16.5
2231,4.06,,8.18e-06,21.04,16.5
2232,3.6221,,8.16e-06,20.96,16.5
2233,4.102,,8.14e-06,20.99,16.5
2234,3.6785,,8.12e-06,21.09,16.5
2235,4.318,,8.10e-06,21.11,16.5
2236,3.1445,,8.08e-06,21.27,16.5
2237,4.1214,,8.06e-06,21.05,16.5
2238,4.3678,,8.04e-06,21.08,16.5
2239,4.1552,,8.03e-06,20.92,16.5
2240,4.0064,,8.01e-06,20.72,16.5
2241,4.3338,,7.99e-06,20.65,16.5
2242,4.1135,,7.97e-06,20.5,16.5
2243,3.7373,,7.95e-06,20.4,16.5
2244,4.1506,,7.93e-06,20.48,16.5
2245,3.4781,,7.91e-06,20.41,16.5
2246,3.8372,,7.89e-06,20.35,16.5
2247,4.0956,,7.87e-06,20.38,16.5
2248,3.453,,7.85e-06,20.37,16.5
2249,3.5677,,7.83e-06,20.42,16.5
2250,4.1446,,7.81e-06,20.64,16.5
2250,,4.3251,7.81e-06,,14.42
2251,4.4279,,7.79e-06,20.84,16.47
2252,3.7422,,7.77e-06,20.47,16.47
2253,3.8249,,7.75e-06,20.58,16.47
2254,3.3944,,7.73e-06,20.73,16.47
2255,3.8163,,7.71e-06,20.76,16.47
2256,3.5024,,7.69e-06,21.05,16.48
2257,4.5428,,7.67e-06,20.99,16.48
2258,4.3551,,7.65e-06,21.23,16.49
2259,3.7795,,7.63e-06,21.23,16.5
2260,3.8807,,7.61e-06,21.26,16.5
2261,4.0412,,7.59e-06,21.31,16.5
2262,3.2375,,7.57e-06,21.5,16.5
2263,3.2833,,7.55e-06,21.5,16.5
2264,3.5086,,7.53e-06,21.39,16.5
2265,4.53,,7.51e-06,21.44,16.5
2266,4.1999,,7.50e-06,21.39,16.5
2267,4.3165,,7.48e-06,21.11,16.5
2268,3.7728,,7.46e-06,20.98,16.51
2269,4.0371,,7.44e-06,20.86,16.52
2270,3.6352,,7.42e-06,20.7,16.52
2271,4.4878,,7.40e-06,21.66,16.52
2272,3.3359,,7.38e-06,21.58,16.52
2273,3.3399,,7.36e-06,20.61,16.52
2274,3.5043,,7.34e-06,20.66,16.52
2275,3.6167,,7.32e-06,20.68,16.52
2276,3.9414,,7.30e-06,20.83,16.52
2277,4.0358,,7.28e-06,20.77,16.52
2278,4.2901,,7.26e-06,20.8,16.52
2279,4.5088,,7.25e-06,20.83,16.52
2280,2.945,,7.23e-06,20.84,16.52
2281,3.6952,,7.21e-06,20.92,16.52
2282,3.2279,,7.19e-06,20.97,16.52
2283,4.4552,,7.17e-06,20.96,16.52
2284,3.8782,,7.15e-06,21.02,16.52
2285,4.3364,,7.13e-06,20.49,16.52
2286,3.4404,,7.11e-06,20.01,16.52
2287,4.3854,,7.09e-06,19.98,16.52
2288,4.0086,,7.08e-06,19.95,16.52
2289,4.3404,,7.06e-06,19.97,16.52
2290,3.188,,7.04e-06,20.19,16.52
2291,4.0428,,7.02e-06,20.21,16.52
2292,3.9191,,7.00e-06,20.24,16.52
2293,3.6947,,6.98e-06,20.18,16.52
2294,4.4406,,6.96e-06,20.27,16.52
2295,4.3401,,6.94e-06,20.4,16.52
2296,4.119,,6.92e-06,20.32,16.52
2297,4.2644,,6.91e-06,20.46,16.52
2298,3.9139,,6.89e-06,20.26,16.52
2299,4.437,,6.87e-06,20.21,16.52
2300,2.7832,,6.85e-06,20.17,16.52
2301,3.7889,,6.83e-06,19.96,16.52
2302,4.0679,,6.81e-06,19.97,16.52
2303,3.6254,,6.79e-06,19.78,16.52
2304,4.3007,,6.78e-06,19.83,16.52
2305,3.7578,,6.76e-06,19.61,16.52
2306,3.776,,6.74e-06,19.75,16.52
2307,3.9079,,6.72e-06,19.64,16.52
2308,3.8088,,6.70e-06,19.69,16.52
2309,3.1988,,6.68e-06,19.65,16.52
2310,4.1989,,6.66e-06,19.72,16.52
2311,3.8994,,6.65e-06,19.85,16.52
2312,3.8818,,6.63e-06,19.88,16.52
2313,4.2332,,6.61e-06,19.95,16.52
2314,3.3868,,6.59e-06,19.91,16.52
2315,4.4058,,6.57e-06,19.91,16.52
2316,4.125,,6.55e-06,20.03,16.52
2317,4.3072,,6.54e-06,20.01,16.52
2318,4.243,,6.52e-06,20.15,16.52
2319,3.9681,,6.50e-06,20.08,16.52
2320,3.8113,,6.48e-06,20.14,16.52
2321,4.0133,,6.46e-06,20.25,16.52
2322,4.2634,,6.45e-06,20.35,16.52
2323,3.7872,,6.43e-06,20.46,16.52
2324,3.2661,,6.41e-06,20.41,16.52
2325,3.1602,,6.39e-06,20.41,16.52
2326,3.9199,,6.37e-06,20.3,16.52
2327,4.2067,,6.36e-06,20.49,16.52
2328,4.5,,6.34e-06,20.5,16.52
2329,4.4552,,6.32e-06,20.64,16.52
2330,3.9846,,6.30e-06,20.66,16.52
2331,3.4513,,6.28e-06,20.56,16.52
2332,4.3635,,6.27e-06,20.68,16.52
2333,3.9281,,6.25e-06,20.47,16.52
2334,3.7612,,6.23e-06,21.01,16.52
2335,3.9163,,6.21e-06,21.56,16.52
2336,4.2004,,6.19e-06,20.47,16.52
2337,4.4572,,6.18e-06,20.1,16.52
2338,3.9329,,6.16e-06,19.95,16.52
2339,4.0751,,6.14e-06,20.04,16.52
2340,3.3214,,6.12e-06,19.95,16.52
2341,4.2166,,6.10e-06,20.14,16.52
2342,3.5687,,6.09e-06,20.1,16.52
2343,3.397,,6.07e-06,20.12,16.52
2344,4.449,,6.05e-06,20.17,16.52
2345,3.6083,,6.03e-06,20.13,16.52
2346,4.2042,,6.02e-06,20.33,16.52
2347,4.1545,,6.00e-06,20.22,16.52
2348,4.107,,5.98e-06,20.26,16.52
2349,3.9963,,5.96e-06,20.34,16.52
2350,3.4513,,5.95e-06,20.49,16.52
2351,4.1561,,5.93e-06,20.58,16.52
2352,4.0605,,5.91e-06,20.52,16.52
2353,3.9428,,5.89e-06,20.59,16.52
2354,3.5932,,5.88e-06,20.11,16.52
2355,3.1706,,5.86e-06,19.88,16.52
2356,3.68,,5.84e-06,19.9,16.52
2357,3.4534,,5.82e-06,19.9,16.52
2358,4.5115,,5.81e-06,19.94,16.52
2359,3.9843,,5.79e-06,19.88,16.52
2360,3.6184,,5.77e-06,20.2,16.52
2361,3.728,,5.75e-06,20.1,16.52
2362,4.0321,,5.74e-06,20.42,16.52
2363,4.6237,,5.72e-06,21.1,16.52
2364,4.0925,,5.70e-06,20.39,16.52
2365,4.5733,,5.69e-06,20.44,16.52
