step,train_loss,val_loss,lr,sec_per_step
558,4.5652,,7.58e-05,1.09
559,4.4243,,7.57e-05,1.1
560,4.6879,,7.56e-05,1.06
561,4.8273,,7.55e-05,1.1
562,4.6711,,7.55e-05,1.13
563,4.6149,,7.54e-05,1.05
564,4.7091,,7.53e-05,1.13
565,4.0293,,7.52e-05,1.21
566,4.4716,,7.51e-05,1.08
567,4.4334,,7.50e-05,1.22
568,4.4625,,7.49e-05,1.17
569,4.8939,,7.48e-05,1.21
570,4.64,,7.47e-05,1.15
571,4.5382,,7.46e-05,1.18
572,4.3307,,7.45e-05,1.24
573,4.5353,,7.44e-05,1.32
574,4.6051,,7.43e-05,1.22
575,4.5414,,7.42e-05,1.28
576,4.5951,,7.41e-05,1.17
577,4.9942,,7.40e-05,1.37
578,4.6937,,7.39e-05,1.21
579,4.7649,,7.38e-05,1.22
580,4.3513,,7.37e-05,1.26
581,4.3966,,7.36e-05,1.22
582,4.852,,7.35e-05,1.25
583,4.5299,,7.34e-05,1.21
584,4.7889,,7.33e-05,1.26
585,4.6537,,7.32e-05,1.27
586,4.5714,,7.31e-05,1.28
587,4.3109,,7.30e-05,1.32
588,4.6385,,7.29e-05,1.24
589,4.6742,,7.28e-05,1.23
590,4.1245,,7.27e-05,1.18
591,4.4063,,7.26e-05,1.19
592,4.2344,,7.25e-05,1.27
593,4.7931,,7.24e-05,1.32
594,4.3525,,7.23e-05,1.26
595,4.535,,7.22e-05,1.17
596,4.664,,7.21e-05,1.14
597,4.4702,,7.20e-05,1.19
598,4.584,,7.19e-05,1.18
599,4.4835,,7.18e-05,1.23
600,4.4097,,7.17e-05,1.23
601,4.4695,,7.16e-05,1.23
602,4.6393,,7.15e-05,1.29
603,4.561,,7.14e-05,1.22
604,4.6023,,7.13e-05,1.25
605,4.4802,,7.12e-05,1.23
606,4.3249,,7.11e-05,1.26
607,4.3799,,7.10e-05,1.28
608,4.7091,,7.09e-05,1.25
609,4.6375,,7.08e-05,1.24
610,4.7238,,7.07e-05,1.3
611,4.721,,7.06e-05,1.29
612,4.48,,7.05e-05,1.37
613,4.8533,,7.04e-05,1.21
614,4.5795,,7.03e-05,1.24
615,4.5549,,7.02e-05,1.27
616,4.4246,,7.01e-05,1.24
617,4.8768,,7.00e-05,1.32
618,4.8423,,6.99e-05,1.25
619,4.4427,,6.98e-05,1.28
620,4.1871,,6.97e-05,1.28
621,4.4228,,6.95e-05,1.26
622,4.7372,,6.94e-05,1.35
623,4.3982,,6.93e-05,1.48
624,4.7179,,6.92e-05,1.46
625,4.3687,,6.91e-05,1.39
626,4.7856,,6.90e-05,2.03
627,4.6946,,6.89e-05,1.91
628,4.5062,,6.88e-05,2.16
629,4.7472,,6.87e-05,2.31
630,4.6181,,6.86e-05,2.41
631,4.6569,,6.85e-05,2.5
632,3.8747,,6.84e-05,2.69
633,4.623,,6.83e-05,2.25
634,4.6836,,6.82e-05,2.36
635,4.3349,,6.81e-05,2.47
636,4.1652,,6.80e-05,2.21
637,4.3745,,6.79e-05,1.91
638,4.4756,,6.78e-05,1.61
639,4.7495,,6.77e-05,1.66
640,4.6504,,6.76e-05,1.91
641,4.3746,,6.75e-05,1.56
642,4.8172,,6.74e-05,1.97
643,4.1205,,6.73e-05,1.83
644,4.6722,,6.71e-05,1.85
645,4.4086,,6.70e-05,2.07
646,4.7059,,6.69e-05,2.11
647,4.789,,6.68e-05,2.2
648,4.8209,,6.67e-05,1.97
649,4.3897,,6.66e-05,1.93
650,4.5334,,6.65e-05,1.99
651,4.8316,,6.64e-05,1.66
652,4.9338,,6.63e-05,1.52
653,4.7644,,6.62e-05,1.39
654,4.7192,,6.61e-05,1.71
655,4.8114,,6.60e-05,2.12
656,4.7436,,6.59e-05,1.57
657,4.5295,,6.58e-05,1.61
658,4.7265,,6.57e-05,1.56
659,4.5502,,6.56e-05,1.79
660,4.6952,,6.55e-05,1.62
661,4.3812,,6.53e-05,1.62
662,4.7775,,6.52e-05,1.92
663,4.2859,,6.51e-05,1.55
664,4.5506,,6.50e-05,1.48
665,4.389,,6.49e-05,1.42
666,4.4346,,6.48e-05,1.48
667,4.7018,,6.47e-05,1.65
668,4.4058,,6.46e-05,1.43
669,4.5186,,6.45e-05,1.37
670,4.7035,,6.44e-05,1.34
671,4.664,,6.43e-05,1.46
672,4.604,,6.42e-05,1.6
673,4.6872,,6.41e-05,1.49
674,4.6016,,6.39e-05,1.63
675,4.7633,,6.38e-05,1.59
676,4.7377,,6.37e-05,1.6
677,4.4768,,6.36e-05,1.63
678,4.5327,,6.35e-05,1.5
679,4.701,,6.34e-05,1.34
680,4.8559,,6.33e-05,1.78
681,4.7978,,6.32e-05,1.58
682,4.8928,,6.31e-05,1.56
683,4.5121,,6.30e-05,1.4
684,4.6148,,6.29e-05,1.37
685,4.9531,,6.28e-05,1.36
686,4.8851,,6.27e-05,1.7
687,4.4299,,6.25e-05,1.77
688,4.7952,,6.24e-05,1.71
689,4.8296,,6.23e-05,1.62
690,4.7226,,6.22e-05,1.47
691,4.6435,,6.21e-05,1.89
692,4.6545,,6.20e-05,2.23
693,4.5133,,6.19e-05,1.44
694,4.672,,6.18e-05,1.76
695,4.8545,,6.17e-05,1.62
696,4.9523,,6.16e-05,1.39
697,4.4478,,6.15e-05,1.91
698,4.6253,,6.13e-05,1.43
699,4.359,,6.12e-05,1.57
700,4.4064,,6.11e-05,1.53
701,4.4525,,6.10e-05,1.54
702,4.4498,,6.09e-05,1.42
703,4.5226,,6.08e-05,1.45
704,4.7203,,6.07e-05,1.46
705,4.6915,,6.06e-05,1.35
706,4.4643,,6.05e-05,1.78
707,4.6968,,6.04e-05,2.01
708,4.6142,,6.02e-05,1.66
709,4.4854,,6.01e-05,1.79
710,4.5371,,6.00e-05,1.78
711,4.884,,5.99e-05,1.93
712,4.5316,,5.98e-05,1.77
713,4.956,,5.97e-05,1.44
714,4.7007,,5.96e-05,1.41
715,4.8511,,5.95e-05,1.35
716,4.7661,,5.94e-05,1.25
717,4.4751,,5.93e-05,1.53
718,4.9462,,5.91e-05,1.28
719,4.3561,,5.90e-05,1.26
720,4.8078,,5.89e-05,1.3
721,4.9482,,5.88e-05,1.28
722,4.5624,,5.87e-05,1.44
723,4.6435,,5.86e-05,1.29
724,4.6439,,5.85e-05,1.36
725,4.8371,,5.84e-05,1.35
726,4.7868,,5.83e-05,1.46
727,4.823,,5.82e-05,1.59
728,4.6788,,5.80e-05,1.32
729,4.7139,,5.79e-05,1.38
730,4.4313,,5.78e-05,1.42
731,4.3171,,5.77e-05,1.57
