step,train_loss,val_loss,lr,sec_per_step
557,2.4963,,7.59e-05,1.14
558,2.2292,,7.58e-05,1.12
559,2.3425,,7.57e-05,1.12
560,2.8704,,7.56e-05,1.12
561,2.5444,,7.55e-05,1.11
562,2.5609,,7.55e-05,1.13
563,2.3438,,7.54e-05,1.13
564,1.9755,,7.53e-05,1.13
565,2.1599,,7.52e-05,1.13
566,2.2501,,7.51e-05,1.11
567,2.531,,7.50e-05,1.13
568,1.5227,,7.49e-05,1.12
569,2.8332,,7.48e-05,1.13
570,1.8209,,7.47e-05,1.58
571,2.3701,,7.46e-05,2.04
572,2.3031,,7.45e-05,1.79
573,2.3087,,7.44e-05,1.85
574,2.0755,,7.43e-05,1.7
575,2.1487,,7.42e-05,1.69
576,2.1816,,7.41e-05,1.78
577,2.322,,7.40e-05,1.56
578,2.7805,,7.39e-05,1.61
579,2.5307,,7.38e-05,1.58
580,2.0717,,7.37e-05,1.55
581,2.4077,,7.36e-05,1.55
582,2.6471,,7.35e-05,1.54
583,2.2433,,7.34e-05,1.57
584,2.6742,,7.33e-05,1.55
585,2.6805,,7.32e-05,1.81
586,1.7159,,7.31e-05,1.58
587,1.7864,,7.30e-05,1.64
588,2.5904,,7.29e-05,1.57
589,2.4109,,7.28e-05,1.61
590,2.547,,7.27e-05,1.7
591,1.7849,,7.26e-05,1.64
592,2.4085,,7.25e-05,1.86
593,2.5831,,7.24e-05,1.82
594,2.1044,,7.23e-05,1.9
595,2.9403,,7.22e-05,1.67
596,2.2138,,7.21e-05,1.75
597,2.0158,,7.20e-05,1.57
598,2.4357,,7.19e-05,1.62
599,2.1589,,7.18e-05,1.59
600,2.6431,,7.17e-05,1.58
601,2.181,,7.16e-05,1.62
602,1.4916,,7.15e-05,1.62
603,2.4198,,7.14e-05,1.6
604,2.0329,,7.13e-05,1.65
605,2.6107,,7.12e-05,1.62
606,1.952,,7.11e-05,1.67
607,2.4874,,7.10e-05,1.62
608,2.5417,,7.09e-05,1.64
609,2.6564,,7.08e-05,1.65
610,2.6746,,7.07e-05,1.61
611,1.9165,,7.06e-05,1.58
612,2.0587,,7.05e-05,1.58
613,2.2618,,7.04e-05,1.6
614,2.7006,,7.03e-05,1.66
615,1.9272,,7.02e-05,1.81
616,2.721,,7.01e-05,1.65
617,2.7838,,7.00e-05,2.31
618,3.1539,,6.99e-05,1.58
619,2.4698,,6.98e-05,1.72
620,3.2362,,6.97e-05,1.68
621,1.9088,,6.95e-05,1.63
622,2.5941,,6.94e-05,1.68
623,2.5598,,6.93e-05,1.65
624,2.6036,,6.92e-05,1.64
625,2.2923,,6.91e-05,1.66
626,2.073,,6.90e-05,1.65
627,3.0385,,6.89e-05,1.66
628,2.1558,,6.88e-05,1.66
629,1.6179,,6.87e-05,1.65
630,2.5441,,6.86e-05,1.71
631,2.3633,,6.85e-05,1.69
632,2.0051,,6.84e-05,1.71
633,2.276,,6.83e-05,1.74
634,2.842,,6.82e-05,1.67
635,2.2868,,6.81e-05,1.66
636,2.5948,,6.80e-05,1.65
637,2.0463,,6.79e-05,1.67
638,2.0354,,6.78e-05,1.66
639,2.0888,,6.77e-05,1.67
640,2.0239,,6.76e-05,1.69
641,1.8565,,6.75e-05,1.68
642,2.6411,,6.74e-05,1.68
643,2.0174,,6.73e-05,1.67
644,2.6235,,6.71e-05,1.69
645,2.518,,6.70e-05,1.68
646,2.0956,,6.69e-05,1.71
647,2.7745,,6.68e-05,1.66
648,2.9647,,6.67e-05,1.7
649,2.4607,,6.66e-05,1.65
650,2.3164,,6.65e-05,2.0
651,2.8447,,6.64e-05,1.94
652,2.2988,,6.63e-05,1.66
653,2.5451,,6.62e-05,1.95
654,2.5982,,6.61e-05,1.75
655,2.0302,,6.60e-05,1.77
656,2.1468,,6.59e-05,1.72
657,2.4712,,6.58e-05,1.72
658,2.0777,,6.57e-05,1.69
659,2.8532,,6.56e-05,2.01
660,2.1228,,6.55e-05,1.88
661,1.7949,,6.53e-05,1.86
662,2.7363,,6.52e-05,1.88
663,2.2664,,6.51e-05,1.71
664,2.1315,,6.50e-05,1.85
665,2.0852,,6.49e-05,1.69
666,1.881,,6.48e-05,1.66
667,2.4656,,6.47e-05,1.67
668,2.7384,,6.46e-05,1.65
669,2.1829,,6.45e-05,1.77
670,1.6826,,6.44e-05,1.62
671,2.8764,,6.43e-05,1.62
672,2.327,,6.42e-05,1.66
673,2.5697,,6.41e-05,1.66
674,2.5267,,6.39e-05,1.67
675,2.7944,,6.38e-05,1.67
676,2.3697,,6.37e-05,1.68
677,2.0914,,6.36e-05,1.63
678,1.8587,,6.35e-05,1.69
679,2.7766,,6.34e-05,1.66
680,2.7941,,6.33e-05,1.64
681,3.3275,,6.32e-05,1.74
682,2.4836,,6.31e-05,1.66
683,1.9025,,6.30e-05,1.68
684,2.153,,6.29e-05,1.65
685,3.0672,,6.28e-05,1.64
686,2.5028,,6.27e-05,1.69
687,2.4211,,6.25e-05,1.65
688,2.8183,,6.24e-05,1.62
689,2.6349,,6.23e-05,1.62
690,2.8841,,6.22e-05,1.64
691,2.0115,,6.21e-05,1.61
692,2.149,,6.20e-05,1.61
693,2.4124,,6.19e-05,1.63
694,2.3228,,6.18e-05,1.7
695,2.8905,,6.17e-05,1.73
696,2.8632,,6.16e-05,1.62
697,2.0828,,6.15e-05,1.62
698,2.711,,6.13e-05,1.66
699,2.2671,,6.12e-05,1.72
700,2.2258,,6.11e-05,1.65
701,2.1489,,6.10e-05,1.92
702,2.3492,,6.09e-05,1.65
703,1.9397,,6.08e-05,3.53
704,2.4175,,6.07e-05,8.9
705,2.5339,,6.06e-05,1.41
706,1.6641,,6.05e-05,5635.73
707,2.4331,,6.04e-05,1.45
708,2.4144,,6.02e-05,1.04
709,2.555,,6.01e-05,1.02
710,2.3748,,6.00e-05,1.02
711,2.6882,,5.99e-05,1.04
712,2.6849,,5.98e-05,1.0
713,2.3407,,5.97e-05,1.07
714,2.9953,,5.96e-05,1.02
715,2.571,,5.95e-05,1.07
716,2.5856,,5.94e-05,1.07
717,2.0259,,5.93e-05,1.05
718,2.2417,,5.91e-05,1.05
719,1.9736,,5.90e-05,1.18
720,2.1864,,5.89e-05,1.07
721,2.8693,,5.88e-05,1.09
722,2.4246,,5.87e-05,1.07
723,2.0953,,5.86e-05,1.09
724,1.8553,,5.85e-05,1.08
725,2.5697,,5.84e-05,1.1
726,2.1426,,5.83e-05,1.1
727,2.0731,,5.82e-05,1.01
728,2.5055,,5.80e-05,1.06
729,2.3266,,5.79e-05,1.05
730,2.2429,,5.78e-05,0.95
731,1.9326,,5.77e-05,0.97
732,1.8417,,5.76e-05,1.01
